Temperature,Humidity,Moisture,Nitrogen,Phosphorus,Potassium,PH,Light_Intensity,Yield_Rate,Target_Disease
20.12,84.77,42.08,26.51,25.33,42.44,7.27,252.2,45.43,Powdery_Mildew
29.08,83.21,57.65,37.0,41.38,42.57,5.06,919.2,49.08,Root_Rot
16.26,72.73,14.63,39.62,30.6,44.59,6.52,802.7,41.11,Healthy
27.94,77.82,65.79,13.58,28.12,21.2,5.2,944.9,44.29,Root_Rot
18.85,90.11,55.87,18.23,20.87,14.26,6.88,527.0,38.94,Rust
38.97,67.07,62.89,18.96,22.0,40.66,8.02,232.8,52.98,Early_Blight
15.34,57.03,57.53,17.83,39.34,43.26,7.18,315.6,43.41,Healthy
38.26,79.68,53.01,12.06,13.57,37.91,6.13,562.1,41.69,Early_Blight
23.76,43.65,36.31,35.77,26.51,16.65,7.97,449.1,38.35,Healthy
22.17,35.18,28.11,43.38,36.5,29.67,6.11,449.5,40.35,Healthy
16.73,88.68,56.24,16.75,12.5,36.43,8.13,364.7,42.93,Rust
29.01,83.49,46.3,17.82,11.93,34.39,6.5,929.3,41.57,Early_Blight
35.09,72.07,49.78,10.85,50.13,40.3,5.96,826.3,41.19,Early_Blight
22.34,87.55,62.14,27.63,14.82,16.03,5.99,448.4,46.24,Rust
37.61,79.63,52.63,16.56,19.49,13.51,7.05,182.5,39.66,Early_Blight
30.46,72.87,40.93,31.11,27.3,15.16,5.44,586.1,38.93,Early_Blight
21.99,85.12,62.18,18.96,26.92,24.0,6.33,288.1,47.78,Powdery_Mildew
21.85,87.19,16.19,14.12,37.82,32.08,5.22,211.4,34.61,Powdery_Mildew
31.05,84.1,12.77,27.43,25.26,23.7,7.89,668.5,48.22,Powdery_Mildew
25.29,77.22,24.72,16.85,24.1,19.58,7.65,393.3,30.68,Early_Blight
32.78,87.35,15.96,46.79,32.9,20.17,7.47,222.7,44.95,Bacterial_Leaf_Spot
15.74,38.04,42.43,33.98,34.5,39.64,8.31,244.8,44.06,Powdery_Mildew
18.91,86.56,63.55,24.15,37.17,37.82,6.32,479.6,46.31,Rust
19.72,88.15,64.05,17.04,19.33,42.24,6.19,397.4,43.66,Rust
33.25,89.83,62.97,46.0,48.73,30.1,7.48,873.9,54.52,Bacterial_Leaf_Spot
14.61,74.12,32.3,47.68,26.07,22.06,8.05,480.5,44.59,Healthy
22.6,91.63,54.3,23.15,21.88,22.96,6.64,837.2,52.9,Rust
24.21,83.18,63.43,26.98,47.28,24.2,5.11,522.5,43.76,Root_Rot
22.3,83.5,41.34,46.59,36.54,33.9,7.82,341.7,49.23,Powdery_Mildew
14.91,82.96,26.92,27.64,27.36,24.41,5.38,444.5,38.71,Healthy
26.81,82.54,9.06,26.22,38.64,49.55,6.15,573.5,45.8,Early_Blight
24.55,48.61,46.27,45.77,26.53,50.47,6.51,932.6,43.78,Healthy
29.45,85.85,10.49,44.67,49.14,49.45,7.59,244.4,45.26,Bacterial_Leaf_Spot
24.94,49.26,34.83,33.07,18.56,35.06,7.1,551.2,32.86,Healthy
16.51,33.9,34.32,17.11,44.08,47.55,5.4,417.8,35.58,Bacterial_Leaf_Spot
27.29,92.72,57.17,27.41,37.5,28.1,6.17,416.1,44.2,Early_Blight
24.39,84.01,9.92,14.9,27.23,33.33,7.6,433.9,41.45,Early_Blight
38.78,37.76,27.36,11.31,17.72,28.82,7.57,342.6,38.18,Healthy
31.23,81.24,57.89,17.03,12.57,47.03,7.76,428.9,40.07,Early_Blight
12.52,34.79,37.83,44.47,31.0,30.17,6.87,876.6,44.83,Healthy
23.27,89.9,60.42,11.48,40.54,46.66,7.74,784.0,54.36,Rust
15.85,53.13,10.51,45.87,24.54,37.83,7.87,611.4,39.71,Healthy
32.96,86.87,62.63,48.87,41.64,26.8,7.45,383.7,54.22,Bacterial_Leaf_Spot
35.83,91.52,51.0,32.96,35.38,46.83,7.25,244.7,51.93,Early_Blight
29.77,75.28,40.66,11.35,42.7,19.7,5.71,839.5,39.79,Early_Blight
24.54,84.34,56.89,23.06,27.65,14.01,7.31,325.0,49.98,Powdery_Mildew
27.06,54.78,24.24,47.89,24.99,17.66,6.71,500.1,33.83,Healthy
27.96,92.9,64.67,20.95,44.98,26.99,7.39,569.0,52.14,Early_Blight
32.56,78.05,52.1,42.22,26.97,16.12,5.4,721.4,40.17,Root_Rot
24.72,67.5,53.04,21.43,23.19,40.86,5.42,642.4,43.46,Root_Rot
23.34,50.33,57.38,22.09,15.62,29.03,6.68,199.8,35.58,Healthy
27.21,82.9,32.86,48.56,26.91,22.66,7.85,500.2,46.32,Bacterial_Leaf_Spot
22.86,86.78,56.05,39.99,43.89,25.24,7.3,812.5,44.95,Rust
25.77,72.73,31.85,28.58,21.82,40.65,7.92,867.6,47.65,Early_Blight
21.4,78.9,41.93,15.2,44.27,30.3,7.76,315.5,46.54,Healthy
33.3,93.38,48.24,29.8,38.81,14.8,7.63,784.6,49.57,Early_Blight
34.32,86.94,53.34,48.82,36.5,30.92,4.86,866.6,49.59,Root_Rot
29.31,79.45,36.99,46.61,38.75,48.52,7.76,540.1,52.09,Bacterial_Leaf_Spot
39.63,87.32,8.95,22.81,44.57,46.51,5.08,959.0,26.04,Early_Blight
26.93,81.91,9.54,12.3,35.34,36.87,7.65,409.2,39.48,Early_Blight
34.34,50.16,27.92,17.85,22.63,48.77,5.59,458.5,36.54,Healthy
19.08,76.2,60.1,41.67,21.02,13.44,5.46,452.0,40.02,Root_Rot
32.46,84.04,48.84,15.29,40.6,36.36,5.26,291.9,32.36,Early_Blight
23.39,73.84,12.93,40.37,35.1,11.91,5.16,796.7,32.21,Healthy
29.78,85.59,13.0,29.51,35.58,38.04,6.86,565.6,36.05,Early_Blight
19.25,92.29,51.82,32.44,16.06,29.72,7.54,980.7,46.82,Rust
24.18,75.34,43.91,11.85,15.65,41.41,7.41,873.4,47.46,Early_Blight
26.41,50.94,47.45,38.1,37.31,25.79,7.81,223.5,40.7,Healthy
18.77,89.4,56.99,20.6,17.77,26.1,7.43,551.3,49.11,Rust
29.38,83.3,44.85,47.45,24.09,11.66,7.44,889.4,46.12,Bacterial_Leaf_Spot
37.24,87.05,24.22,39.82,19.24,23.99,7.92,480.6,44.16,Bacterial_Leaf_Spot
17.8,73.31,23.16,29.97,17.46,36.09,6.47,831.3,41.87,Healthy
33.66,41.03,50.92,46.86,26.44,35.2,7.25,603.2,49.07,Healthy
30.2,53.64,61.37,21.02,14.51,16.83,6.57,764.4,39.32,Healthy
20.08,89.18,53.7,40.55,24.4,11.24,7.36,497.1,45.04,Rust
21.0,89.34,42.16,14.23,20.27,26.07,6.39,279.4,32.61,Powdery_Mildew
40.39,63.19,30.96,23.06,42.55,46.85,5.42,274.9,42.61,Healthy
25.72,87.56,25.17,33.39,19.37,30.93,6.45,907.1,42.17,Early_Blight
38.76,25.05,19.32,31.84,41.8,15.57,5.97,796.1,36.2,Healthy
37.55,76.62,48.08,31.59,24.66,33.88,6.79,610.6,46.75,Early_Blight
30.02,66.42,10.11,29.99,15.82,28.19,6.46,755.4,39.94,Early_Blight
24.83,85.82,34.29,29.47,38.22,30.22,5.38,671.2,43.76,Early_Blight
31.72,82.7,19.9,43.82,46.24,29.57,7.72,646.9,45.98,Bacterial_Leaf_Spot
35.1,74.51,54.67,12.67,43.03,34.93,7.29,771.9,49.87,Early_Blight
40.4,74.97,45.24,24.19,12.56,38.52,5.25,645.2,31.87,Early_Blight
23.22,90.95,56.53,24.85,32.42,18.35,5.91,814.0,46.44,Rust
18.91,88.19,49.97,32.71,47.73,17.65,7.04,570.4,48.28,Rust
35.83,48.65,61.41,34.24,48.11,17.51,6.44,872.2,48.71,Healthy
19.07,81.15,60.44,16.33,22.96,37.71,7.47,389.6,43.25,Rust
13.47,85.76,54.54,38.12,39.38,34.57,6.08,443.8,52.26,Rust
23.95,89.47,27.44,48.44,27.72,13.17,7.59,308.5,43.88,Powdery_Mildew
40.33,80.15,65.06,10.98,35.81,33.74,7.0,920.1,52.14,Early_Blight
31.62,70.25,9.48,28.08,27.71,36.28,5.73,304.7,34.17,Early_Blight
37.33,74.89,51.46,34.84,49.46,19.32,5.78,995.8,50.43,Root_Rot
27.06,82.44,31.86,41.72,15.97,40.46,7.74,324.9,48.12,Bacterial_Leaf_Spot
28.74,79.97,38.37,45.64,37.94,48.46,7.77,538.0,53.47,Bacterial_Leaf_Spot
27.58,84.98,44.4,14.43,37.83,36.0,4.81,551.2,39.54,Early_Blight
17.31,68.69,59.23,45.78,46.32,18.39,5.29,925.4,52.12,Root_Rot
41.46,38.86,53.4,11.05,27.6,11.68,5.47,395.0,26.74,Root_Rot
22.56,88.43,34.13,26.55,36.04,24.53,6.76,283.5,42.36,Powdery_Mildew
21.41,80.34,34.4,44.82,17.64,21.75,6.03,265.3,26.51,Powdery_Mildew
18.13,88.52,60.05,23.65,24.48,23.68,8.03,340.9,46.34,Rust
36.38,68.82,32.47,23.52,43.39,48.67,8.16,297.4,46.03,Early_Blight
22.61,83.49,39.14,26.75,16.23,21.85,7.25,313.6,33.13,Powdery_Mildew
32.21,75.34,39.27,40.99,15.16,27.48,5.83,880.7,43.46,Healthy
26.64,35.06,53.69,47.96,23.11,19.2,5.0,616.5,34.87,Root_Rot
13.04,80.94,12.32,24.08,46.25,43.04,4.98,610.6,38.23,Healthy
19.53,67.88,56.37,32.22,18.15,19.17,5.11,782.7,37.75,Root_Rot
13.24,85.9,58.17,15.6,9.13,48.47,6.48,474.0,38.68,Rust
28.58,67.15,39.18,22.06,11.5,27.87,7.97,740.0,53.62,Early_Blight
16.82,37.8,28.53,13.14,27.33,35.39,6.19,941.7,37.8,Healthy
39.86,77.76,63.16,18.19,40.03,21.96,7.34,788.0,49.99,Early_Blight
20.57,81.82,44.96,35.26,22.16,14.85,8.17,478.2,43.74,Healthy
27.97,83.2,61.97,29.59,31.53,50.13,6.24,887.3,58.55,Early_Blight
35.88,59.66,54.25,21.59,9.05,33.2,6.95,606.4,41.52,Healthy
37.27,53.79,57.2,14.49,23.9,13.1,4.86,466.9,29.79,Root_Rot
21.53,89.45,60.22,24.03,48.24,14.1,7.66,493.9,50.95,Rust
26.84,86.67,64.08,49.69,25.14,46.81,6.73,312.9,48.64,Healthy
21.24,39.65,58.62,28.26,23.04,43.35,5.91,414.6,39.49,Healthy
24.38,88.7,57.87,16.88,21.55,43.88,5.59,276.7,39.04,Root_Rot
26.49,36.59,9.12,35.65,42.97,23.78,7.9,369.4,41.92,Healthy
30.92,77.32,45.0,13.02,46.33,21.72,7.39,417.9,39.65,Early_Blight
34.94,78.67,15.41,45.98,34.11,42.17,7.23,874.6,45.61,Bacterial_Leaf_Spot
12.5,85.03,58.05,22.87,13.76,12.81,7.99,876.8,55.04,Rust
39.34,85.85,30.8,44.07,20.58,43.28,8.02,299.0,43.51,Bacterial_Leaf_Spot
30.33,85.99,53.83,47.48,45.38,47.21,7.44,886.4,59.59,Bacterial_Leaf_Spot
32.86,25.55,22.77,12.11,30.92,25.95,7.37,464.2,33.06,Healthy
24.48,90.2,30.1,19.53,10.41,22.85,5.19,209.0,29.9,Powdery_Mildew
30.03,76.03,12.59,26.53,27.9,40.0,5.23,717.3,40.01,Early_Blight
25.14,81.75,41.04,32.03,48.09,44.46,6.39,329.5,51.01,Powdery_Mildew
37.98,45.95,56.73,30.72,19.98,32.71,6.21,699.5,40.61,Healthy
14.71,80.29,12.11,22.33,40.53,21.39,7.97,317.2,33.37,Healthy
21.74,83.05,37.56,31.24,34.6,31.7,7.52,277.8,45.67,Powdery_Mildew
35.62,90.19,57.13,39.18,42.13,14.61,5.39,509.2,43.38,Root_Rot
29.46,43.17,49.18,33.06,10.59,37.7,7.89,282.6,44.67,Healthy
25.45,40.15,53.33,23.18,18.73,16.58,5.5,346.4,38.85,Root_Rot
13.5,72.34,8.21,36.31,32.99,45.77,7.56,598.2,44.94,Healthy
26.11,66.92,14.91,29.71,17.41,33.63,6.82,274.8,41.94,Early_Blight
18.21,60.21,48.96,46.91,49.0,41.81,6.45,277.7,45.85,Healthy
21.03,89.0,39.71,26.38,24.82,46.51,6.64,232.1,33.18,Powdery_Mildew
37.98,72.46,47.16,24.39,22.12,11.16,5.42,348.2,33.69,Early_Blight
20.47,93.86,51.29,30.24,30.04,44.78,7.66,735.9,45.83,Rust
35.11,51.33,63.73,13.9,37.92,27.56,4.91,323.3,39.24,Root_Rot
22.27,86.39,51.23,18.15,44.28,49.51,7.51,895.2,48.63,Rust
15.71,91.26,54.97,47.34,49.28,17.62,6.03,814.1,47.18,Rust
29.02,77.59,16.87,42.29,29.86,47.46,7.67,607.3,40.95,Bacterial_Leaf_Spot
23.41,73.82,63.02,13.24,36.16,26.63,5.34,434.4,33.27,Root_Rot
25.42,82.34,60.97,46.02,40.33,37.21,7.58,644.9,58.43,Bacterial_Leaf_Spot
16.46,86.18,60.53,24.59,45.9,49.15,6.46,268.6,48.86,Rust
34.92,27.2,44.8,27.69,18.3,45.77,6.27,876.5,42.72,Healthy
39.21,27.1,54.43,14.64,46.63,27.21,5.21,620.7,33.52,Root_Rot
24.04,79.17,51.53,27.64,37.27,15.95,5.12,444.5,36.36,Root_Rot
39.15,35.24,25.23,46.89,13.01,39.42,6.26,748.6,39.8,Healthy
23.66,88.89,16.63,40.69,22.62,16.62,7.47,242.1,34.53,Powdery_Mildew
20.46,27.44,30.12,12.25,20.88,24.88,4.94,547.9,29.86,Healthy
34.52,68.04,29.07,40.19,20.6,49.91,7.66,578.0,47.95,Healthy
38.52,54.06,64.47,50.21,30.59,42.87,7.76,564.3,53.95,Healthy
39.19,24.6,18.19,30.87,42.03,16.29,6.07,824.9,34.64,Healthy
23.24,82.04,16.42,33.63,26.79,24.48,5.26,247.1,33.46,Powdery_Mildew
34.2,29.32,30.57,16.79,23.54,45.49,6.53,473.4,31.69,Healthy
31.83,89.18,59.17,24.72,11.96,49.43,5.23,380.1,45.55,Root_Rot
26.66,55.07,17.99,10.45,22.06,40.21,8.22,570.6,36.11,Healthy
38.87,66.67,36.06,14.51,25.17,49.23,7.48,718.8,48.73,Early_Blight
23.03,84.46,36.25,27.88,34.92,27.32,7.86,262.1,43.66,Bacterial_Leaf_Spot
24.36,52.88,59.39,47.15,26.91,21.99,5.54,758.8,41.43,Root_Rot
30.9,92.28,45.05,24.63,49.25,14.98,8.1,748.8,40.62,Early_Blight
17.22,90.15,55.25,37.18,11.09,31.85,7.24,252.5,53.74,Rust
37.79,32.39,40.02,48.06,11.07,25.88,7.67,636.3,41.39,Healthy
24.32,96.04,16.61,29.46,43.11,18.52,7.43,293.2,39.45,Powdery_Mildew
21.63,47.81,50.09,34.54,40.82,18.44,6.58,693.9,44.81,Healthy
32.36,55.91,25.2,25.57,37.11,11.14,6.7,531.7,35.55,Healthy
18.64,91.08,11.46,43.02,26.54,33.84,8.11,454.3,44.95,Healthy
12.58,51.34,63.04,18.74,36.94,11.25,5.52,733.7,45.86,Root_Rot
15.46,86.4,51.35,27.65,13.85,18.85,7.26,594.5,43.44,Rust
35.89,72.99,16.73,18.97,49.12,22.24,4.89,438.3,33.68,Early_Blight
18.01,66.64,38.93,24.15,40.32,36.83,6.56,815.9,45.17,Healthy
26.8,79.2,60.23,29.68,13.0,14.7,7.01,871.9,45.28,Early_Blight
26.65,42.32,38.14,46.57,35.1,32.94,7.49,649.8,48.98,Healthy
27.55,72.09,11.26,24.27,40.4,14.93,7.04,435.7,32.38,Early_Blight
22.24,90.62,62.58,19.95,28.24,19.1,6.09,258.6,45.5,Powdery_Mildew
25.0,83.69,41.22,48.97,48.61,17.29,7.91,288.8,48.21,Powdery_Mildew
21.55,90.45,23.91,43.24,43.28,12.74,6.42,206.0,33.73,Powdery_Mildew
18.87,70.66,59.6,44.65,25.62,22.36,5.59,613.1,40.69,Root_Rot
28.98,30.45,58.3,23.2,21.48,34.97,5.65,409.3,48.24,Root_Rot
22.09,87.74,44.56,19.97,38.4,37.79,6.19,325.7,38.58,Powdery_Mildew
21.51,91.38,29.89,45.11,16.23,20.53,5.93,252.9,36.9,Powdery_Mildew
30.9,44.95,50.73,32.2,11.7,37.74,7.66,295.8,39.7,Healthy
31.95,28.34,32.5,22.43,43.69,46.35,5.05,354.9,32.75,Healthy
32.1,89.02,58.88,45.8,40.95,27.51,7.96,402.5,56.51,Bacterial_Leaf_Spot
26.58,38.03,23.21,10.64,43.97,36.46,5.91,998.7,32.88,Healthy
30.84,89.48,58.12,47.72,26.77,32.47,7.41,263.5,46.39,Bacterial_Leaf_Spot
23.79,85.62,38.9,48.25,13.71,33.23,5.46,315.4,40.06,Powdery_Mildew
37.32,52.84,64.9,43.39,26.81,13.37,5.26,699.6,46.32,Root_Rot
36.22,70.58,26.34,28.82,44.21,46.58,6.76,322.0,37.86,Early_Blight
20.76,86.64,55.23,42.67,29.67,29.42,7.12,598.8,46.35,Rust
24.92,90.28,28.97,23.11,32.94,35.63,6.77,1005.2,49.07,Early_Blight
19.38,29.34,63.45,44.56,37.73,43.27,5.28,838.5,44.52,Root_Rot
26.88,63.93,19.58,26.58,27.76,24.04,7.86,528.4,41.38,Healthy
13.56,89.76,64.02,32.29,20.82,23.26,6.11,928.7,50.72,Rust
31.48,65.8,30.73,36.54,30.69,35.7,7.56,892.0,46.36,Healthy
24.93,88.14,10.98,46.51,24.08,24.71,7.88,249.2,40.87,Powdery_Mildew
28.66,91.6,30.48,46.69,37.32,16.32,7.84,408.5,45.17,Bacterial_Leaf_Spot
41.81,75.4,61.7,24.43,46.15,9.75,6.74,337.4,48.78,Early_Blight
21.53,90.46,53.21,11.51,44.85,20.87,6.8,818.0,47.91,Rust
22.61,90.96,20.03,22.33,43.0,29.45,5.14,339.5,36.26,Early_Blight
19.6,47.05,64.7,16.41,27.17,17.71,6.43,965.1,46.33,Healthy
14.23,59.74,55.43,33.1,21.2,36.84,5.39,852.2,43.02,Root_Rot
21.02,92.61,55.82,38.37,38.73,20.56,7.23,642.5,47.51,Rust
40.34,52.27,29.05,19.43,46.93,30.72,7.08,589.6,37.0,Healthy
20.83,96.07,18.97,14.82,18.6,22.6,4.85,226.0,24.03,Powdery_Mildew
25.85,81.67,38.46,48.01,38.04,47.93,7.94,321.2,49.55,Powdery_Mildew
23.6,84.31,15.45,48.02,30.97,18.61,7.43,232.1,44.25,Powdery_Mildew
13.16,79.12,64.96,35.35,43.65,45.3,5.02,674.4,53.6,Root_Rot
31.71,34.74,54.79,42.29,19.55,13.05,7.5,830.3,51.6,Healthy
16.31,88.66,49.03,18.52,41.06,28.66,7.27,333.6,46.26,Rust
32.51,67.2,53.18,10.8,27.15,15.05,5.92,527.0,37.19,Powdery_Mildew
22.79,90.51,50.63,27.69,44.59,23.17,6.98,238.8,44.98,Powdery_Mildew
36.95,91.84,59.85,11.52,23.26,22.76,7.25,732.0,53.76,Early_Blight
14.73,80.24,60.82,48.0,17.73,20.95,5.75,346.7,42.43,Root_Rot
22.58,69.48,33.7,42.12,28.75,46.12,4.96,695.0,40.05,Healthy
34.86,61.09,53.51,43.18,14.91,11.54,4.86,889.3,40.03,Root_Rot
25.16,86.96,37.88,47.1,28.68,29.19,7.72,312.9,56.41,Powdery_Mildew
21.6,34.26,13.8,43.53,20.08,30.22,6.75,910.0,39.67,Healthy
15.45,91.05,30.49,32.64,22.65,16.8,7.59,327.6,36.01,Healthy
41.56,85.57,27.75,22.99,42.8,48.23,6.61,767.1,46.38,Early_Blight
24.83,68.63,41.07,21.9,44.38,49.35,5.76,347.4,44.31,Early_Blight
15.33,37.14,43.21,34.78,35.85,40.29,8.16,217.9,49.41,Healthy
40.41,60.85,45.85,25.8,21.01,38.2,7.91,771.4,52.6,Healthy
36.14,61.46,53.36,34.57,35.02,13.73,7.34,967.7,43.96,Healthy
26.92,79.89,29.68,15.62,40.44,46.85,7.6,723.6,43.98,Early_Blight
20.61,94.56,8.63,12.35,27.88,16.83,7.06,331.1,34.54,Powdery_Mildew
29.04,36.88,55.02,29.83,47.69,23.77,5.41,525.5,40.08,Root_Rot
40.45,36.06,51.08,17.21,16.67,32.61,6.67,620.3,40.77,Healthy
18.65,93.76,59.67,18.42,29.46,12.74,6.65,534.0,47.45,Rust
22.17,71.42,12.52,40.16,34.95,8.68,5.2,806.0,28.55,Healthy
25.26,52.4,22.43,27.06,13.59,22.47,5.34,699.3,34.24,Healthy
26.71,56.91,20.46,34.23,36.1,12.45,5.19,932.4,31.15,Healthy
33.98,81.9,22.38,46.82,16.7,30.44,7.75,212.1,40.49,Bacterial_Leaf_Spot
23.2,83.39,47.46,15.01,44.58,39.81,6.37,345.1,47.19,Powdery_Mildew
20.53,90.64,48.8,35.23,45.77,14.6,7.81,711.7,50.58,Rust
15.13,85.72,59.14,20.2,13.17,47.45,7.72,906.1,61.12,Rust
30.73,93.81,55.55,13.38,48.21,46.92,6.69,934.4,50.55,Early_Blight
29.73,68.61,31.58,36.41,29.17,37.58,7.69,865.3,46.37,Rust
20.76,90.68,47.27,25.2,24.6,39.32,7.67,324.0,50.64,Powdery_Mildew
20.4,91.1,28.39,33.93,32.44,20.89,6.84,239.3,40.17,Powdery_Mildew
21.63,82.77,24.75,43.01,37.63,15.51,5.26,234.1,31.61,Powdery_Mildew
16.23,28.89,63.22,41.15,21.19,13.24,4.78,871.9,37.27,Root_Rot
36.59,49.3,52.33,33.65,13.02,17.29,5.22,595.5,39.11,Root_Rot
16.01,61.6,62.07,30.06,40.62,41.98,5.71,415.0,43.97,Root_Rot
23.62,90.85,36.09,14.96,25.95,16.55,6.33,226.6,34.9,Powdery_Mildew
17.63,53.15,51.43,23.89,13.68,22.34,5.63,385.9,30.67,Root_Rot
32.51,76.27,47.05,36.2,16.0,14.82,6.89,386.5,42.14,Healthy
26.99,71.25,47.06,32.02,17.79,32.9,6.96,798.3,48.09,Early_Blight
14.42,38.04,24.31,16.45,41.46,50.65,7.7,287.2,40.46,Healthy
38.24,86.79,51.45,18.67,34.35,37.32,6.58,459.1,47.05,Early_Blight
22.92,76.18,61.62,27.21,37.74,11.81,7.35,951.9,46.46,Healthy
31.37,82.87,24.63,32.59,30.27,32.12,7.85,359.3,41.98,Early_Blight
20.31,27.37,18.04,48.48,31.08,40.68,8.14,566.2,35.76,Healthy
27.41,85.64,40.73,45.82,22.1,21.19,7.51,334.5,46.51,Bacterial_Leaf_Spot
16.07,85.77,62.06,20.41,22.73,35.85,5.97,822.0,48.73,Rust
22.75,85.78,44.66,17.32,15.68,26.96,5.35,276.6,33.3,Powdery_Mildew
33.98,47.59,56.61,41.45,45.59,23.93,4.81,584.7,43.62,Root_Rot
28.01,75.81,54.93,16.89,33.47,46.51,5.75,459.4,45.42,Root_Rot
41.15,89.75,24.6,18.15,19.4,37.32,5.58,518.5,35.15,Early_Blight
12.17,92.19,24.62,49.83,17.58,15.45,6.94,486.6,34.4,Root_Rot
35.02,87.73,28.54,14.76,28.64,16.51,5.21,232.6,36.55,Early_Blight
35.22,83.91,15.4,18.59,11.72,47.29,6.12,675.6,34.59,Early_Blight
22.66,94.39,37.18,21.61,19.92,42.04,7.63,295.1,35.72,Powdery_Mildew
23.86,83.49,25.49,44.35,40.74,19.49,5.51,215.3,34.79,Powdery_Mildew
15.21,44.65,58.05,37.55,40.87,48.86,7.97,879.6,60.67,Root_Rot
18.93,87.84,64.54,18.52,21.42,45.09,6.32,377.5,46.53,Rust
39.32,34.11,59.66,39.38,28.64,29.01,5.79,459.4,44.41,Root_Rot
15.37,73.98,47.82,30.93,14.15,30.16,6.31,551.7,38.79,Healthy
37.54,69.84,44.07,16.38,43.11,36.13,5.73,733.2,38.84,Early_Blight
38.6,84.8,54.43,33.96,31.65,36.44,5.22,929.6,49.62,Root_Rot
36.17,82.61,54.28,44.02,12.08,26.92,6.16,1001.4,40.74,Healthy
21.95,91.39,46.05,38.73,23.45,30.05,6.31,247.7,45.96,Early_Blight
30.75,67.92,56.42,16.64,32.54,28.36,6.03,320.6,39.54,Early_Blight
35.11,65.86,54.95,33.27,15.38,16.77,4.94,422.5,45.46,Root_Rot
20.44,92.17,57.36,47.08,43.6,16.25,7.71,726.6,50.19,Early_Blight
32.93,70.25,54.27,21.33,30.39,16.46,7.56,450.9,42.77,Early_Blight
15.47,37.69,22.17,40.92,27.01,17.2,6.91,355.6,34.37,Healthy
33.93,80.22,41.54,41.98,29.29,34.77,8.0,728.6,52.7,Bacterial_Leaf_Spot
29.79,74.37,12.72,13.83,46.56,42.35,6.01,483.4,28.01,Early_Blight
19.8,87.28,63.52,45.54,13.06,24.71,7.06,334.1,48.79,Rust
37.76,36.01,38.0,20.31,46.32,36.12,5.75,934.9,41.56,Powdery_Mildew
29.01,61.2,64.4,21.43,25.76,21.37,6.64,657.5,45.13,Healthy
15.01,70.48,60.85,21.55,31.59,13.55,5.34,691.2,45.26,Healthy
40.25,70.93,29.47,27.12,37.13,49.81,8.06,717.5,58.3,Early_Blight
27.96,81.26,15.38,16.77,42.79,31.77,7.48,452.1,41.62,Early_Blight
33.44,48.37,50.53,47.84,47.24,21.64,5.79,575.9,46.04,Root_Rot
22.69,87.94,12.16,28.13,32.86,25.56,4.95,304.9,29.14,Powdery_Mildew
14.93,58.74,24.31,45.24,33.38,43.18,7.9,855.1,43.69,Healthy
25.28,88.51,12.57,46.85,23.3,24.14,7.84,254.2,36.32,Powdery_Mildew
18.33,76.85,54.93,16.64,19.82,41.91,5.54,897.8,47.31,Root_Rot
18.68,87.69,61.47,23.16,19.27,39.61,6.75,703.4,50.1,Rust
19.54,36.46,50.03,19.37,27.29,20.65,6.88,481.5,42.68,Healthy
28.44,75.78,18.2,48.78,31.22,34.44,6.39,355.3,40.14,Healthy
23.1,87.07,52.55,12.47,22.9,20.1,7.51,338.8,44.19,Powdery_Mildew
33.47,80.79,51.26,36.13,38.99,38.13,7.27,544.2,51.39,Bacterial_Leaf_Spot
29.35,85.04,23.71,22.82,44.52,46.6,7.06,694.8,49.31,Early_Blight
16.88,73.41,54.62,39.54,22.92,25.94,5.52,642.2,39.17,Root_Rot
27.32,85.48,61.84,22.55,13.63,44.54,6.21,203.1,42.78,Early_Blight
17.14,86.13,55.89,50.09,44.0,15.89,7.71,476.7,58.15,Rust
24.91,89.18,12.69,22.8,12.83,26.46,5.47,305.7,29.04,Powdery_Mildew
32.93,34.27,52.36,30.88,36.38,14.73,5.38,895.0,46.47,Root_Rot
35.48,49.48,59.32,47.63,13.7,49.08,6.92,401.5,44.03,Healthy
17.63,27.46,58.22,12.92,37.55,46.54,6.08,310.3,48.97,Healthy
13.65,39.81,64.2,20.56,11.44,44.88,5.44,836.1,44.05,Root_Rot
34.26,89.06,60.48,41.2,25.44,39.39,7.88,780.9,56.55,Bacterial_Leaf_Spot
13.14,49.36,55.14,35.04,22.46,36.92,5.13,813.9,34.75,Root_Rot
21.57,86.02,39.09,35.92,33.71,32.72,7.48,301.3,40.83,Powdery_Mildew
26.42,88.85,33.23,47.02,12.37,47.71,7.44,301.5,44.14,Bacterial_Leaf_Spot
25.55,88.25,17.93,46.03,19.3,24.04,7.88,300.7,43.59,Powdery_Mildew
36.1,53.86,38.17,32.81,41.62,39.69,5.64,266.3,35.12,Healthy
14.91,34.0,54.33,19.95,47.02,32.15,5.25,477.7,42.31,Root_Rot
20.25,89.5,46.85,21.23,28.37,19.72,5.17,1007.4,36.44,Healthy
23.67,95.16,48.31,13.73,26.3,31.16,6.92,419.9,44.71,Rust
22.54,92.33,40.44,23.37,17.77,39.77,7.57,260.0,46.99,Powdery_Mildew
27.1,91.66,29.04,16.64,44.46,28.4,5.83,804.0,43.47,Early_Blight
32.98,82.33,22.7,47.87,10.78,25.93,7.87,566.1,34.8,Bacterial_Leaf_Spot
33.22,43.94,12.34,24.94,32.06,31.09,7.12,414.3,29.16,Powdery_Mildew
